gmap_id,url,latitude,longitude,avg_rating,State,state,address
0x89e4bc81e70c1451:0x718ba1be3e35898a,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e4bc81e70c1451:0x718ba1be3e35898a?authuser=-1&hl=en&gl=us,41.9538248,-70.7128949,4.3,MA,Closed ⋅ Opens 10AM,"Ulta Beauty, 188 Colony Pl, Plymouth, MA 02360"
0x87f43a7a4e647ce7:0xb990c473b8e85463,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87f43a7a4e647ce7:0xb990c473b8e85463?authuser=-1&hl=en&gl=us,44.172532,-93.9521268,4.1,MN,Closed ⋅ Opens 10AM Sat,"Ulta Beauty, 1850 Adams St Ste 100, Mankato, MN 56001"
0x80c34bbe0919c561:0x4b279e03dbdd8fc1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c34bbe0919c561:0x4b279e03dbdd8fc1?authuser=-1&hl=en&gl=us,34.1076888,-117.5395839,4.1,CA,Open ⋅ Closes 9PM,"Ulta Beauty, 12188 Foothill Blvd Ste 100, Rancho Cucamonga, CA 91739"
0x549f88262755026d:0x85c10dc33c648934,https://www.google.com/maps/place//data=!4m2!3m1!1s0x549f88262755026d:0x85c10dc33c648934?authuser=-1&hl=en&gl=us,46.7343961,-117.0264954,4.2,ID,Open ⋅ Closes 9PM,"Ulta Beauty, 1730 W Pullman Rd, Moscow, ID 83843"
0x89c1879ce42ea40d:0xdb5908f8d4ef0886,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c1879ce42ea40d:0xdb5908f8d4ef0886?authuser=-1&hl=en&gl=us,40.155792,-74.0561807,4.3,NJ,Open ⋅ Closes 9PM,"Ulta Beauty, 1933 River Road, NJ-35, Wall Township, NJ 07719"
0x88388f323eb6aaab:0x57fb8bd31aca0a82,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88388f323eb6aaab:0x57fb8bd31aca0a82?authuser=-1&hl=en&gl=us,39.2209894,-85.8866875,4.2,IN,Open ⋅ Closes 9PM,"Ulta Beauty, 3200 Columbus People Trail, Columbus, IN 47203"
0x8632d528f6d437a5:0x3c2b0e8f2d86c3e2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8632d528f6d437a5:0x3c2b0e8f2d86c3e2?authuser=-1&hl=en&gl=us,34.4611118,-93.060513,4.5,AR,Open ⋅ Closes 9PM,"Ulta Beauty, 231 Cornerstone Blvd, Hot Springs, AR 71913"
0x5495728b86a037fb:0xb530bc240a174a3c,https://www.google.com/maps/place//data=!4m2!3m1!1s0x5495728b86a037fb:0xb530bc240a174a3c?authuser=-1&hl=en&gl=us,45.3842479,-122.7506722,4.1,OR,Open ⋅ Closes 9PM,"Ulta Beauty, 7081 SW Nyberg St, Tualatin, OR 97062"
0x54994740f3e4a15d:0x194a0b8f4559b15f,https://www.google.com/maps/place//data=!4m2!3m1!1s0x54994740f3e4a15d:0x194a0b8f4559b15f?authuser=-1&hl=en&gl=us,47.142281999999994,-119.2787807,4.3,WA,Open ⋅ Closes 9PM,"Ulta Beauty, 1030 N Stratford Rd, Moses Lake, WA 98837"
0x87befdda22a09025:0x7c34e6ca036879be,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87befdda22a09025:0x7c34e6ca036879be?authuser=-1&hl=en&gl=us,39.0350122,-95.7586412,4.4,KS,Open ⋅ Closes 9PM,"Ulta Beauty, 1740 SW Wanamaker Rd Ste 300, Topeka, KS 66604"
0x8830935bad81a517:0x1606fb68c0dd24ca,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8830935bad81a517:0x1606fb68c0dd24ca?authuser=-1&hl=en&gl=us,41.4657681,-81.95250759999999,4.4,OH,Open ⋅ Closes 9PM,"Ulta Beauty, 30014 Detroit Rd Ste 220, Westlake, OH 44145"
0x89c6cbbebd9789bf:0xddfe5a5440d73af2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c6cbbebd9789bf:0xddfe5a5440d73af2?authuser=-1&hl=en&gl=us,39.9262833,-75.0347072,4.1,NJ,Open ⋅ Closes 9PM,"Ulta Beauty, 907 Haddonfield Rd, Cherry Hill, NJ 08002"
0x880fc7f4d19ff7c7:0x1888c3028bac4771,https://www.google.com/maps/place//data=!4m2!3m1!1s0x880fc7f4d19ff7c7:0x1888c3028bac4771?authuser=-1&hl=en&gl=us,42.108351299999995,-87.8025017,4.2,IL,Open ⋅ Closes 9PM,"Ulta Beauty, 936 Willow Rd Ste C, Northbrook, IL 60062"
0x80dcf16f6a8bbe25:0x192172bd44b90da6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcf16f6a8bbe25:0x192172bd44b90da6?authuser=-1&hl=en&gl=us,33.4563835,-117.6561088,4.2,CA,Closed ⋅ Opens 10AM,"Ulta Beauty, 510 Camino De Estrella, San Clemente, CA 92672"
0x89ca8f885447fff3:0x99efea0b7c49c86f,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89ca8f885447fff3:0x99efea0b7c49c86f?authuser=-1&hl=en&gl=us,39.6276489,-78.8348529,4.2,MD,Closed ⋅ Opens 11AM,"Ulta Beauty, 1262 Vocke Rd Ste 220, La Vale, MD 21502"
0x89e848fe64ce4f83:0x74857e8e3984210d,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e848fe64ce4f83:0x74857e8e3984210d?authuser=-1&hl=en&gl=us,40.7765905,-73.03610669999999,4.2,NY,Closed ⋅ Opens 10AM,"Ulta Beauty, 499 Sunrise Hwy, Patchogue, NY 11772"
0x80daf727d197ac05:0xf7ac9fd1d54c3df4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80daf727d197ac05:0xf7ac9fd1d54c3df4?authuser=-1&hl=en&gl=us,33.7407172,-116.2165186,4.6,CA,Closed ⋅ Opens 10AM,"Ulta Beauty, 42350 Jackson St, Indio, CA 92203"
0x89e653bf31c5f9ab:0x9659e4ac4e64721c,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e653bf31c5f9ab:0x9659e4ac4e64721c?authuser=-1&hl=en&gl=us,41.6940065,-72.6577715,4.3,CT,Closed ⋅ Opens 10AM,"Ulta Beauty, 1053 Silas Deane Hwy, Wethersfield, CT 06109"
0x88d92f3897c94b4f:0xc0655cbea7e2cc30,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d92f3897c94b4f:0xc0655cbea7e2cc30?authuser=-1&hl=en&gl=us,26.663605699999998,-80.2008833,4.2,FL,Closed ⋅ Opens 10AM,"Ulta Beauty, 1020 S State Rd 7, Wellington, FL 33414"
0x56c8942452d84811:0xe5c4b11a9df014e6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x56c8942452d84811:0xe5c4b11a9df014e6?authuser=-1&hl=en&gl=us,61.2297133,-149.7365987,4.2,AK,Closed ⋅ Opens 10AM Fri,"Ulta Beauty, 1068 North Muldoon Road Ste 100, Anchorage, AK 99504"
0x89e5aeb4781327db:0x39f11aa7bed613ee,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e5aeb4781327db:0x39f11aa7bed613ee?authuser=-1&hl=en&gl=us,41.534107999999996,-71.2909869,4.0,RI,Closed ⋅ Opens 10AM,"Ulta Beauty, 1307 W Main Rd Spc 6B, Middletown, RI 02842"
0x880eea4e2e69579f:0x71585725d57ea47a,https://www.google.com/maps/place//data=!4m2!3m1!1s0x880eea4e2e69579f:0x71585725d57ea47a?authuser=-1&hl=en&gl=us,41.664744400000004,-88.4646896,4.1,IL,Closed ⋅ Opens 10AM Fri,"Ulta Beauty, 955 Erica Ln, Yorkville, IL 60560"
0x89c3d42532ca8baf:0xa69d15d499919f34,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c3d42532ca8baf:0xa69d15d499919f34?authuser=-1&hl=en&gl=us,40.2525264,-74.3003964,4.0,NJ,Closed ⋅ Opens 11AM Fri,"Ulta Beauty, 3710 U.S. 9 Ste B100, Freehold, NJ 07728"
0x88002162a3492b83:0x8d1498305df2658e,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88002162a3492b83:0x8d1498305df2658e?authuser=-1&hl=en&gl=us,44.9249586,-89.6514883,4.1,WI,Open ⋅ Closes 9PM,"Ulta Beauty, 3555 Rib Mountain Dr, Wausau, WI 54401"
0x872a6ff6df7e31db:0x702113bb22fc19c2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x872a6ff6df7e31db:0x702113bb22fc19c2?authuser=-1&hl=en&gl=us,32.8840034,-111.6818404,4.3,AZ,Open ⋅ Closes 9PM,"Ulta Beauty, 1004 N Promenade Pkwy Ste 136, Casa Grande, AZ 85194"
0x88ff678fdf87b951:0xa7828dd7c00a62e5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ff678fdf87b951:0xa7828dd7c00a62e5?authuser=-1&hl=en&gl=us,33.9553691,-80.38863169999999,4.6,SC,Open ⋅ Closes 9PM,"Ulta Beauty, 1288 Broad St, Sumter, SC 29150"
0x88f58533492249c1:0x5b0cbf923ce6a0d6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f58533492249c1:0x5b0cbf923ce6a0d6?authuser=-1&hl=en&gl=us,34.194785599999996,-84.12872349999999,3.7,GA,Open ⋅ Closes 9PM,"Ulta Beauty, 2295 Market Pl Blvd, Cumming, GA 30040"
0x89e389817ec44871:0x8c98a39f95381fcf,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e389817ec44871:0x8c98a39f95381fcf?authuser=-1&hl=en&gl=us,42.300665599999995,-71.3964465,4.3,MA,Open ⋅ Closes 9PM,"Ulta Beauty, 1 Worcester Rd Ste 515B, Framingham, MA 01701"
0x88672370ce97f43f:0xc831d995840f6fa3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88672370ce97f43f:0xc831d995840f6fa3?authuser=-1&hl=en&gl=us,36.1387303,-85.50679219999999,4.4,TN,Open ⋅ Closes 9PM,"Ulta Beauty, 1265 Interstate Dr Ste 119, Cookeville, TN 38501"
0x89d0825a0a93a329:0x76b52d4eed64ccca,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89d0825a0a93a329:0x76b52d4eed64ccca?authuser=-1&hl=en&gl=us,42.4821479,-76.49037489999999,4.0,NY,Open ⋅ Closes 8PM,"Ulta Beauty, 40 Catherwood Rd, Lansing, NY 14850"
0x80dce086039a433d:0xf2df2336b87f04,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dce086039a433d:0xf2df2336b87f04?authuser=-1&hl=en&gl=us,33.6163723,-117.87392969999999,4.0,CA,Open ⋅ Closes 9PM,"Ulta Beauty, 427 Newport Center Dr, Newport Beach, CA 92660"
0x88db6b507476f9e9:0x711c0932b482976d,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db6b507476f9e9:0x711c0932b482976d?authuser=-1&hl=en&gl=us,26.6072885,-81.8137256,4.8,FL,Opens soon ⋅ 10AM,"Ulta Beauty, 9370 6 Mile Cypress Pkwy Unit #5, Fort Myers, FL 33966"
0x8620a6feea733329:0xabee5aac871b2d8b,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8620a6feea733329:0xabee5aac871b2d8b?authuser=-1&hl=en&gl=us,29.9218925,-90.03923449999999,4.3,LA,Permanently closed,"Ulta Beauty, 197 Westbank Expy #1330, Gretna, LA 70053"
0x864e9e619b3ac561:0x4f9fe23013c83b66,https://www.google.com/maps/place//data=!4m2!3m1!1s0x864e9e619b3ac561:0x4f9fe23013c83b66?authuser=-1&hl=en&gl=us,32.850641599999996,-96.8186279,4.1,TX,Closed ⋅ Opens 10AM,"Ulta Beauty, 5550 W Lovers Ln Ste 148, Dallas, TX 75209"
0x88f5dd4f760652e5:0x3bd180900f870bb3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f5dd4f760652e5:0x3bd180900f870bb3?authuser=-1&hl=en&gl=us,33.943246099999996,-83.7520744,4.6,GA,Closed ⋅ Opens 10AM,"Ulta Beauty, 916 Loganville Hwy Ste 1300, Bethlehem, GA 30620"
0x8085b3f896717a4f:0x9e7ab78286d90e8f,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8085b3f896717a4f:0x9e7ab78286d90e8f?authuser=-1&hl=en&gl=us,38.2446947,-122.6259886,3.8,CA,Closed ⋅ Opens 10AM,"Ulta Beauty, 401 Kenilworth Dr STE 520, Petaluma, CA 94952"
0x873b8f313c152dcf:0xa4e7da38659f09d8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x873b8f313c152dcf:0xa4e7da38659f09d8?authuser=-1&hl=en&gl=us,36.7624436,-108.1518507,3.9,NM,Closed ⋅ Opens 11AM,"Ulta Beauty, 4601 E Main St Ste 1130, Farmington, NM 87402"
0x88dc5795efd9f2fd:0x2e2c67a58a1106c7,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dc5795efd9f2fd:0x2e2c67a58a1106c7?authuser=-1&hl=en&gl=us,27.499325199999998,-81.4865997,4.4,FL,Closed ⋅ Opens 10AM,"Ulta Beauty, 1736 US Hwy 27 N, Sebring, FL 33870"
0x87d7b08a7494478d:0x8f21900684e1078,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87d7b08a7494478d:0x8f21900684e1078?authuser=-1&hl=en&gl=us,36.762770499999995,-90.41289139999999,4.3,MO,Closed ⋅ Opens 10AM,"Ulta Beauty, 797 N Westwood Blvd, Poplar Bluff, MO 63901"
0x80946f18448695c1:0xa4e8fb865009e976,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80946f18448695c1:0xa4e8fb865009e976?authuser=-1&hl=en&gl=us,36.833096399999995,-119.9113127,4.2,CA,Closed ⋅ Opens 10AM Thu,"Ulta Beauty, 6587 N Riverside Dr, Fresno, CA 93722"
0x808577a7ce822e91:0xc2a94739b232f0e0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808577a7ce822e91:0xc2a94739b232f0e0?authuser=-1&hl=en&gl=us,37.9848602,-122.3132942,4.2,CA,Closed ⋅ Opens 10AM Thu,"Ulta Beauty, 1216 Fitzgerald Dr, Pinole, CA 94564"
0x89c80f0537d1342d:0x9a845d4e7c0060ee,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c80f0537d1342d:0x9a845d4e7c0060ee?authuser=-1&hl=en&gl=us,39.397765299999996,-76.5840697,4.0,MD,Closed ⋅ Opens 10AM,"Ulta Beauty, 803 Goucher Blvd Ste 301, Towson, MD 21286"
0x80c2d980af465d05:0xb3658f28ee3c13dc,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2d980af465d05:0xb3658f28ee3c13dc?authuser=-1&hl=en&gl=us,34.1414726,-117.98927239999999,4.0,CA,Closed ⋅ Opens 10AM Thu,"Ulta Beauty, 729 E Huntington Dr, Monrovia, CA 91016"
0x89c6d1d73166c45d:0x80da2844ced834a5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c6d1d73166c45d:0x80da2844ced834a5?authuser=-1&hl=en&gl=us,39.8254029,-75.0983218,4.1,NJ,Closed ⋅ Opens 10AM Thu,"Ulta Beauty, 1555 Almonesson Rd Ste B, Deptford, NJ 08096"
0x88388e6da42a9513:0xa7e890efceacf7f3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88388e6da42a9513:0xa7e890efceacf7f3?authuser=-1&hl=en&gl=us,40.0065855,-83.0545403,4.4,OH,Closed ⋅ Opens 10AM Thu,"Ulta Beauty, 1645 W Lane Ave, Columbus, OH 43221"
0x87220ddb59291a7d:0xc8183901d89e27c6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87220ddb59291a7d:0xc8183901d89e27c6?authuser=-1&hl=en&gl=us,35.0240882,-106.7132434,4.5,NM,Closed ⋅ Opens 10AM Thu,"Ulta Beauty, 3700 Las Estancias Way Unit C, Albuquerque, NM 87121"
0x88d9dd92328f010d:0xb8c03e0083f3fcd8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9dd92328f010d:0xb8c03e0083f3fcd8?authuser=-1&hl=en&gl=us,25.480448799999998,-80.44042499999999,4.4,FL,Closed ⋅ Opens 10AM Thu,"Ulta Beauty, 2601 NE 10th Ct, Homestead, FL 33033"
0x874dbd1f6fd52e81:0xda6420bf418465be,https://www.google.com/maps/place//data=!4m2!3m1!1s0x874dbd1f6fd52e81:0xda6420bf418465be?authuser=-1&hl=en&gl=us,40.1270378,-111.6420953,4.3,UT,Closes soon ⋅ 8PM ⋅ Opens 10AM Thu,"Ulta Beauty, 1259 Canyon Creek Pkwy, Spanish Fork, UT 84660"
0x872b0fa5c59dc94d:0x177bac3a8f9dde4b,https://www.google.com/maps/place//data=!4m2!3m1!1s0x872b0fa5c59dc94d:0x177bac3a8f9dde4b?authuser=-1&hl=en&gl=us,33.379464399999996,-112.03634509999999,4.3,AZ,Open ⋅ Closes 8PM,"Ulta Beauty, 2036 E Baseline Rd, Phoenix, AZ 85042"
0x865c672f46a46013:0x8a305de85b893ade,https://www.google.com/maps/place//data=!4m2!3m1!1s0x865c672f46a46013:0x8a305de85b893ade?authuser=-1&hl=en&gl=us,29.550844299999998,-98.5819985,4.2,TX,Open ⋅ Closes 8PM,"Ulta Beauty, 11745 McDermott Freeway, 701 I-10 Ste, San Antonio, TX 78230"
0x87b68bb35d59b4e1:0x9ef0e703a52d6f22,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87b68bb35d59b4e1:0x9ef0e703a52d6f22?authuser=-1&hl=en&gl=us,36.0674205,-95.77368469999999,4.4,OK,Open ⋅ Closes 8PM,"Ulta Beauty, 1520 E Hillside Dr, Broken Arrow, OK 74012"
0x8816e9916be9a2f7:0x9ee6eefd086f8612,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8816e9916be9a2f7:0x9ee6eefd086f8612?authuser=-1&hl=en&gl=us,41.6216812,-85.90387299999999,4.4,IN,Open ⋅ Closes 8PM,"Ulta Beauty, 3818 Midway Rd, Goshen, IN 46526"
0x89c133080894d907:0x457d462952082336,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c133080894d907:0x457d462952082336?authuser=-1&hl=en&gl=us,39.869827699999995,-74.92108,4.4,NJ,Open ⋅ Closes 8PM,"Ulta Beauty, 720 NJ-73, Evesham, NJ 08053"
0x864e725c48ca5cd9:0xa1719b85ecceecbf,https://www.google.com/maps/place//data=!4m2!3m1!1s0x864e725c48ca5cd9:0xa1719b85ecceecbf?authuser=-1&hl=en&gl=us,32.7065141,-97.3897054,4.2,TX,Closed ⋅ Opens 10AM,"Ulta Beauty, 3000 S Hulen St Ste 130, Fort Worth, TX 76109"
0x880e2ca358cc8e5d:0x9dc20359b5bb3630,https://www.google.com/maps/place//data=!4m2!3m1!1s0x880e2ca358cc8e5d:0x9dc20359b5bb3630?authuser=-1&hl=en&gl=us,41.8802641,-87.62815669999999,3.9,IL,Permanently closed,"Ulta Beauty, 114 S State St, Chicago, IL 60603"
0x8875477ba6ca7da3:0xe52278f8cc3be314,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8875477ba6ca7da3:0xe52278f8cc3be314?authuser=-1&hl=en&gl=us,39.7683713,-89.7090164,4.0,IL,Closed ⋅ Opens 10AM,"Ulta Beauty, 2733 S Veterans Pkwy, Springfield, IL 62704"
0x80dceb07824add5b:0xb6de8fc24de211d6,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dceb07824add5b:0xb6de8fc24de211d6?authuser=-1&hl=en&gl=us,33.6428478,-117.59616989999999,4.3,CA,Closed ⋅ Opens 10AM,"Ulta Beauty, 30682 Santa Margarita Pkwy, Rancho Santa Margarita, CA 92688"
0x863ab52c13d72fbb:0xd441a3bed94961f5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x863ab52c13d72fbb:0xd441a3bed94961f5?authuser=-1&hl=en&gl=us,31.277234099999998,-92.46127849999999,3.9,LA,Closed ⋅ Opens 11AM,"Ulta Beauty, 3435 Masonic Dr Ste 1236, Alexandria, LA 71301"
0x8805428428e55f55:0x597ad5743f2d948a,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8805428428e55f55:0x597ad5743f2d948a?authuser=-1&hl=en&gl=us,42.721525199999995,-87.8481181,4.3,WI,Closed ⋅ Opens 10AM,"Ulta Beauty, 5630 Washington Ave Unit 131, Mt Pleasant, WI 53406"
0x87afd258ceccdb0d:0x182166c80c81a863,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87afd258ceccdb0d:0x182166c80c81a863?authuser=-1&hl=en&gl=us,36.392878599999996,-97.9331617,4.4,OK,Closed ⋅ Opens 10AM,"Ulta Beauty, 4408 W Owen K Garriott Rd STE A, Enid, OK 73703"
0x87b71391ecd5d699:0x8218ac1e560c6043,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87b71391ecd5d699:0x8218ac1e560c6043?authuser=-1&hl=en&gl=us,36.7413454,-95.9492042,4.3,OK,Closed ⋅ Opens 10AM,"Ulta Beauty, 2423 SE Adams Blvd, Bartlesville, OK 74006"
0x87d9492d89038ec1:0x645544d2d0fa257e,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87d9492d89038ec1:0x645544d2d0fa257e?authuser=-1&hl=en&gl=us,38.5328482,-90.97894629999999,4.3,MO,Closed ⋅ Opens 10AM Wed,"Ulta Beauty, 1956 Charlotte's Way, Washington, MO 63090"
0x88585f469083041f:0xc21bf48f12f9fc4c,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88585f469083041f:0xc21bf48f12f9fc4c?authuser=-1&hl=en&gl=us,34.6908436,-82.85804379999999,4.3,SC,Closed ⋅ Opens 10AM Wed,"Ulta Beauty, 13350 Clemson Blvd, Seneca, SC 29678"
0x880fbb0e296fc935:0xb789d2ad3e6b7eb9,https://www.google.com/maps/place//data=!4m2!3m1!1s0x880fbb0e296fc935:0xb789d2ad3e6b7eb9?authuser=-1&hl=en&gl=us,42.1126605,-87.982209,4.3,IL,Open ⋅ Closes 8PM,"Ulta Beauty, 13 W Rand Rd, Arlington Heights, IL 60004"
0x89e3f3251fe76bd9:0x38a75d0576e1a0cd,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e3f3251fe76bd9:0x38a75d0576e1a0cd?authuser=-1&hl=en&gl=us,42.392697999999996,-71.59438639999999,4.3,MA,Open ⋅ Closes 8PM,"Ulta Beauty, 16 Highland Common E, Hudson, MA 01749"
0x87e2366e08f9588d:0xb74d7a6fe82aa2b1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87e2366e08f9588d:0xb74d7a6fe82aa2b1?authuser=-1&hl=en&gl=us,41.577194,-90.5160216,4.2,IA,Open ⋅ Closes 8PM,"Ulta Beauty, 4016 E 53rd St, Davenport, IA 52807"
0x88357be1549bf96f:0xff8d427f62837d0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88357be1549bf96f:0xff8d427f62837d0?authuser=-1&hl=en&gl=us,39.6478191,-80.0034891,4.1,WV,Open ⋅ Closes 8PM,"Ulta Beauty, 1010 Giant St, Morgantown, WV 26501"
0x876c81e4f574cbcf:0x72cdbb2bc721c72f,https://www.google.com/maps/place//data=!4m2!3m1!1s0x876c81e4f574cbcf:0x72cdbb2bc721c72f?authuser=-1&hl=en&gl=us,39.5844826,-105.02532319999999,4.1,CO,Open ⋅ Closes 7PM,"Ulta Beauty, 7301 S Santa Fe Dr Unit 530, Littleton, CO 80120"
0x863b867b2ce90771:0xdd9d8ccec3e1f72c,https://www.google.com/maps/place//data=!4m2!3m1!1s0x863b867b2ce90771:0xdd9d8ccec3e1f72c?authuser=-1&hl=en&gl=us,30.2003044,-93.2251284,4.2,LA,Open ⋅ Closes 8PM,"Ulta Beauty, 316 W Prien Lake Rd, Lake Charles, LA 70601"
0x89b7e0f7b514ee9d:0xd3b2e10bd04103b4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89b7e0f7b514ee9d:0xd3b2e10bd04103b4?authuser=-1&hl=en&gl=us,39.1850942,-76.7940845,3.8,MD,Open ⋅ Closes 8PM,"Ulta Beauty, 8241 Gateway Overlook Dr, Elkridge, MD 21075"
0x549072b0aa9fcc05:0xeb7610b6f18b7e7a,https://www.google.com/maps/place//data=!4m2!3m1!1s0x549072b0aa9fcc05:0xeb7610b6f18b7e7a?authuser=-1&hl=en&gl=us,47.6722993,-122.11183829999999,4.2,WA,Closed ⋅ Opens 10AM,"Ulta Beauty, 17170 Redmond Way, Redmond, WA 98052"
