user_id,business_id,stars,text,month,year,hour,source
P3odzsW6sIdba9Lmi91Ouw,fWMPbickerGWohPy2vDL5A,4.0,"ulta has every brand of make up there is plus their own brand a large selection of skin care products from reasonable to high end they are more than just a retailer they also have a brow bar which services include waxing tinting and eyelash application
they also have a full service salon and offer extensions blowouts color and balayage there are several facials to chose from the salon has  eyelash extensions that are long term with the  option to have them filled  the staff are very willing to help with choosing the right shade of foundation or eyeshadow and apply it prior to purchasing to make sure you like it",2,2020,16:13:11,Y
bMGIATKbYqPu8lkyLirvBw,4uqRhXZTOzKF2ZhxbWzxfA,5.0,"let me preface my review with this i am very picky with who cuts my hair i have trust issues

jaclyn is fantastic not only at curbing anxieties but at cutting hair my hair used to go down to the small of my back and i wanted to chop it to collar bone length i was terrified i had been growing my hair out for years but i was looking for a change

jaclyn gave me her advice and opinion based on the shape of my face and did a wonderful job cutting it with the layering style i like

a little later i went back i wanted to chop it again this time to the length of my chin coming in riddled with anxieties jaclyn helped calm me and decide the logistics of the cut she even remembered me similar to the first time i visited i loved my hair coming out

jaclyn not only cares about her clients but is extremely talented i will only be seeing her for my haircutting needs in the future",1,2020,16:55:59,Y
LR5KLo9TkFbuLTUnQXz0xA,4uqRhXZTOzKF2ZhxbWzxfA,2.0,"two and a half stars i would say even though this store is newer than the one on concord pike it doesnt have as much inventory some of my favorite brands can not be found here no first aid beauty very limited philosophy also alot of shelves are bare even within ultas own brand

on the plus side the store is a welcome addition to fashion center boulevard other than sephora inside the christiana mall and the make up counters at nordstrom and macys no other dedicated beauty stores exists",4,2019,20:22:33,Y
xOFcwFrmjwnXYjLqxk_rjQ,4uqRhXZTOzKF2ZhxbWzxfA,5.0,i visited this ulta location twice in one week the first time the staff at the register were helpful and patient in helping me use a discount code the second time i had to return my item to get a different shade one staff member was very personable and genuinely interested in helping me find the right shade helping me return my original purchase and placing an order online for the new item because they did not have the shade i needed instore i really appreciate the courteous service,10,2020,18:31:12,Y
Lj9jeybp5wJeQRYaVJDfkQ,Vsx34Z-N5S5S0o0f2G6ORw,1.0,this location is convenient and they have most of the items i need however the employees managers whomever they are working are almost always rude or nasty in some way or another i hate going here because of the humans who work here i am not going to jump the gun and call them racist but i certainly wont rule it out either,7,2019,18:24:29,Y
i12PKWpozr-tSN_yjp5iZw,fWMPbickerGWohPy2vDL5A,3.0,"i would give this a four but the two experiences i had within days of each other were beyond different

first visit december 26th 5 stars
it was my birthday my mother had bought me a gift card so after a movie in the mall we stopped by here i was so overwhelmed walking in no one seemed to jump to help which was ok found the jaclyn hill x morphe and grabbed two palletes boss bling  armed and gorgeous i get up to the register and get complimented on my rainbow makeup talked to the cashier about different makeup and even grabbed some freebies for my birthday i loved my first experience here

second visit december 28th maybe 3 stars
so my sister also got gift cards for christmas but her vehicle has been broke so we decided to take the kids and head into ulta worse decision of my life you would think none of these woman had ever seen or had kids use walking through made them so bothered we ended up leaving after the million ugly stares we got i had my daughter in with me the day before and they acted nothing like the rude asses they were that day chose wisely when to go",1,2019,21:59:59,Y
UEieIpFoKPzvTsSwc9EEIw,DJZQCN0NUej_EtviN4rUlg,5.0,as soon as i walked in i was greeted by one of the ulta staff i believe her name was sarah she told me everything that was currently discounted and asked if she could help me find anything i was looking to revamp my whole makeup collection and she helped me find the best products for the best prices that are good for my skin type she always kept my price point in mind and always asked if i liked her suggestion because we could always get another product she helped me find foundation concealer eye primer setting spray powder bronzer and highlight both high end and drug store prices ive shopped at sephora for years and this experience at ulta very just as positive and i saved so much money thank you so much for your help your employee was phenominal,4,2019,13:23:42,Y
oV3HX5jEwyttt3_SiF-DjA,4uqRhXZTOzKF2ZhxbWzxfA,2.0,very disappointed that i did not receive bonus points as per a recent email  i questioned the cashier and was told to check online but a week later nothing showed up on my account  a call to ulta customer service got lot of apologies but no missing points  manager said sorry but bonus offer had expired and nothing he could do  it hadnt expired when i was in the store and had i known there were issues i would have called before the expiry date  i expect employees to know about current offers and also expect ulta customer service to have the power and desire to make a repeat customer feel appreciated,4,2019,17:17:34,Y
CepH1j0jS43atiRO1f4Yng,Vsx34Z-N5S5S0o0f2G6ORw,1.0,if there was a 0 stars i would give it all of the girls who worked there were very helpful the manager was awful i asked for help and not only did he roll his eyes at me but he gave me such attitude i noticed he also had an attitude with not only the customers but the employees as well the management in brentwood is much nicer,10,2019,15:45:10,Y
vgXQVnTMiz4S0PFT9oOnCQ,fWMPbickerGWohPy2vDL5A,5.0,i am in here constantly and the workers are incredible they always know what will work for you i ask their advice constantly they even shade matched my foundation and my skin has never looked more flawless and the rewards need i say more they are amazing they are always willing to help with whatever you need to find whether it be hair or makeup,8,2019,15:12:50,Y
oF20BNxcphfedn93Nfwd9w,Vsx34Z-N5S5S0o0f2G6ORw,5.0,"i like this ulta location better than the one in brentwood the employees are always friendly and helpful which is a major bonus ive been here twice and both times grabbed what i needed then browse around for some other thing or two and have always been asked if i need help and was greeted when i came in

theres usually plenty of parking available the inside is pretty organized by brands and types of beauty product and checkout lines are usually quickmoving

they have a large area for mac products and a good other variety of beauty and hair products  overall this is becoming a new goto ulta for me",5,2019,21:29:15,Y
7a55WwcDJnvodqcl5y-1RQ,fWMPbickerGWohPy2vDL5A,5.0,amazing customer service  they know the products really well and listen to the customers needs there also so many options for all types of beauty products  i love shopping here,5,2019,13:15:13,Y
PmUDSxq-i_8YtJ77YFti_A,4uqRhXZTOzKF2ZhxbWzxfA,5.0,i went to the salon here and got a blowout for my senior pictures i loved how my hair turned out and really enjoyed the experience jaclyn did an amazing job with my hair and even took a few extra minutes to fix a botched haircut from a different salon at no extra charge i had never gotten a blowout before but she gave me exactly what i wanted and it turned out great would definitely recommend getting a blowout here,5,2019,04:18:03,Y
vnIAzcPlFREdngbg2rXGHg,DJZQCN0NUej_EtviN4rUlg,1.0,"small and doesnt have as many products other stores have 

worst part of my visit was that none of the employees who were standing around doing nothing but chitchatting to each other offered to help me as i looked around for what i came in for and pretty much ignored my existence i then noticed they immediately asked to help 2 white ladies who came in about 2 minutes after me sad thing was both employees were also poc like me avoid this store if possible full of lazy workers",7,2019,03:00:42,Y
QdnaGhhCrFuPi-L2fppFaQ,idP674ti6a8yg8z2xFcCgA,1.0,the difference between the ns ulta and the springfield ulta is night and day there is much more product available at springfield and the customer service is 100 better at springfield its really a shame ultas reputation is being damaged because of this,1,2019,21:43:18,Y
u9lvJRXY7fnqHY1Od3TIBw,Vxqa8u_5RD5e7oBqdaU0yQ,5.0,my first visit to this store was great im really just writing this review to brag about the guy who was so willing to help me and answer my questions after he was already clocked out i wish i wouldve gotten his name,8,2020,19:14:10,Y
awrV0X8ASvvAir4hsFADEA,Vsx34Z-N5S5S0o0f2G6ORw,5.0,i hadnt been to this location before and just want to give the manager rick kudos for helping me revamp and drastically improve my makeup routine he was attentive knowledgeable and thoughtful he was training jasmine spelling and she did great as well super helpful listened to what i needed and presented solutions i appreciate them both,11,2019,20:21:23,Y
5xaRBt1jUQd9eDE-I0f1yg,DJZQCN0NUej_EtviN4rUlg,1.0,this  location was a total disappointment no or little products available and seemed ghetto compared to other ultra locations will never return to this location,11,2019,18:31:01,Y
t4F-XEcWSRCWrImCeoKXdw,fWMPbickerGWohPy2vDL5A,1.0,this is hands down the worst ulta location i have ever been to i wish it didnt exist ive been an avid ulta shopper for years going to this store has made me switch to sephora awful customer service salon run by a rag tag group of beauty school dropouts wildly unprofessional horribly unskilled,7,2019,15:35:27,Y
D9Yu-GMFEX_ry58XrSPM3Q,idP674ti6a8yg8z2xFcCgA,1.0,i went to this store for the first time and asked a sales associate for some advice on a product  she took me to a very expensive option  when i asked if there was an option that wasnt so overpriced she made me feel like a cheapskate and told me id need to go look on the drugstore side of their product selection  it was clear she didnt care what i as they customer needed she only cared about selling a 24 tube of eyebrow gel  i found the exact same product in her store for 8  why did she have to make me feel like a cheapskate for wanting value  brutal,9,2021,19:41:42,Y
Eb6QUxRmZkp-HZW0Wkv_ZQ,fWMPbickerGWohPy2vDL5A,1.0,went to purchase an eyebrow pencil apparently someone put an eyeliner in the brow section i took my receipt back to store to return it  get the brow pencil they would not let me return it because i wouldnt give them my phone number at check out i never even used it they said their cash register wouldnt look it up because no phone i am not giving my phone out so they can sell it to a 3rd party or send me unwanted text messages they wouldnt even give me an in store credit i will never shop at this store again this is wrong on so many levels the manager acted like it wasnt me who bought it bc i didnt give my phone ok look it up on your security camera people ill take my money elsewhere i wish i could give 0 stars they deseve it,2,2020,16:06:24,Y
4bdffuUiz7XRYcqbDO11fQ,Vxqa8u_5RD5e7oBqdaU0yQ,2.0,this store is janky it is poorly stocked and poorly staffed the staff members makeup looks terrible like clown makeup im sorry it was difficult to find a mirror or any cleanser to remove sample product from my skin the tissues are like sandpaper  avoid the line was very long and runs right up against the ulta brand products making it really difficult to browse and sample those products signs for sales were inconsistent making it tough to figure out what exactly was on sale and what the conditions were for the sale,3,2019,15:01:02,Y
vW1vTUQALrX17VihMUVd2g,Vxqa8u_5RD5e7oBqdaU0yQ,2.0,im not sure if its the way i look but every time i go to this location im ignored never greeted or asked if i need help ive worked in retail before so i understand when things get busy but when the entire staff is up front talking and theres zero customers in the store except myselfi honestly thought someone might come up to me this time that did not happen i just never feel welcomed here again maybe its just me,7,2021,01:51:51,Y
xg5GCHjo-bOSP4L3zNP-8A,4uqRhXZTOzKF2ZhxbWzxfA,5.0,im really picky about my hair  i usually go to a salon and its takes me forever to find someone good my friend recommended i go to ulta and after seeing the reviews about jaclyn on yelp i was like ok let me try i booked the appointment and when i showed her an inspiration pic she came thru i love my end product i loved her vibes and convo just a great experience overall if you want good hair see jaclyn i swear she wont disappoint,3,2020,00:53:07,Y
80J4zURJqGwqbyJJfUB83g,idP674ti6a8yg8z2xFcCgA,5.0,"this ulta beauty is great to be honest im not a fan of the springfield location so im happy to find another ulta in the area thats great the employees are always very friendly and make checkout a breeze the store is very easy to navigate and its spotless inside i love this location ive never waited long in line and they always have what i need in stock 

if youre not familiar with ulta they sell everything you could ever need beauty wise you cant go wrong with this ulta location could spend hours in here honestly i probably have",9,2019,01:34:06,Y
dvuk2AH4MSH5gWln1WwKAg,Vxqa8u_5RD5e7oBqdaU0yQ,5.0,i swung into this location 4 days before christmas looking for some last minute gifts for my niece and her best friend i walked in less then 20 minutes after opening and the place was already getting busy this was my first time in a place like this so it was very overwhelming but multiple employees came right up tp me and showed me to the exact things i was looking for by just a screenshot on my phone great customer service tons and tons and tons and tons of options i was in and out in less then 15 minutes if i ever need makeup again this will be the place i go,12,2020,12:58:04,Y
xT0oxEfJkAa2l5G3_BBY2g,Vsx34Z-N5S5S0o0f2G6ORw,4.0,everyone who works at ulta is very nice i must say i do wish that it wasnt so confusing trying to figure out what is on sale in the store vs online only they also dont have tags that tell you what is on sale that goes along with the app that makes me have to be in there even longer because i have to use the app in store to make sure im getting the best deal it would also be nice to know if what i am buying is going to work for the in app coupon that is only on most products before i get to the register to check out and find that i need to spend 2 more to get my 350 off lol yes i will go grab a 2 lip balm to make that happen that being said i spend so long browsing every time i am here and smelling all the scents and wanting everything,12,2019,19:39:37,Y
ZalJD3ak3IfWR72QPm-C1A,p-pp2F_iClEKk0wybXAaxg,5.0,i just had a brow appointment with brandon what a wonderful experience he is very professional and helpful,1,2019,20:47:47,Y
m1u45eg9M3cRR9X_mpWGFA,G4gzTUGV2xAoz6CG9STqfg,5.0,"i stopped into this ulta while i was in the area looking for two very specific products i was having a hard time finding one of the items and a store associate asked if she could help me with anything and guided me right to why i was looking for one of the items i was looking for was very popular so they didnt have any on the shelf but she checked the back and they had one yay the second item i was looking for i needed more guidance on so i asked another store associate her opinion on the foundation i was looking at and she gave me her honest opinion and helped me find the right shade for me

i had two coupons so when i went to check out i asked to do two separate transactions so i could use both coupons which the cashier had no problems with unfortunately the second item i purchased i couldnt use a coupon on because it was a prestige make up product but he did give me the coupon back so i could save it for later or share with a friend

the store was clean and organized and i would love to come back next time i need anything",2,2019,17:01:29,Y
-Yq0MmwuRaXAn_B9YlQbuw,JGzrVEBaaVUd2VCsWlf47g,5.0,looking to get your hair done go to mj she is fantastic and such a good listener she has become more than my hairstylist she has become a friend,2,2019,13:41:48,Y
7pu298wczbrkwT3SvWSUiA,n66mhHJpXftCUW9vXqeZwQ,5.0,i was just here this morning and honestly had the best experience that ive ever had at a a makeup store i typically go to sephora but the kindness shown to me here makes me want to switch over everyone i interacted with was patient knowledgeable and kind makeup can be intimidating and the people here make it fun and accessible thank you so much well worth the little drive up from sb ,5,2019,20:10:07,Y
QT8eQAad3MCpc5L7KuHsig,JGzrVEBaaVUd2VCsWlf47g,1.0,i received a 50 gift card from ulta im a new mom and i work outside in construction i do not get a lot of free time so with the weather being bad my jobs canceled yesterday and i was looking forward to splurging on some girly products to help me feel and smell great what i got however was an awful shopping experience because one of their sales associates chased me around the store i do not get free time so being able to take my time in a store without a baby is heaven but no as i was looking around having myself a shopping spree i was hounded shame on you ulta,2,2020,13:07:01,Y
sdM5VXic6sI-SNKcv6LFFQ,n66mhHJpXftCUW9vXqeZwQ,1.0,"all the people working here a mega long line and only two cashiers the outsole just put their stuff back and left this would never fly in seattle

then one left a line of 15 to go talk to a sales reo",2,2019,00:46:53,Y
tphbWZsbdut56zNoFR_yRA,n66mhHJpXftCUW9vXqeZwQ,5.0,celeste at the benefit brow is amazing she does a great job on brows she really enjoys her work she takes the time to educate you on how to apply the makeup your are buying i always feel good after i see her,1,2019,05:53:56,Y
VERIXMQ3kM5z5FMSqSW3VQ,LivMZcvWxslI5G9At4K69w,1.0,nothing is worth waiting in line for 30 minutes with one cashier who takes forever boo,3,2019,00:35:49,Y
qcy60fDDW4q2BeIkAkTDAQ,CFyOrr--MWtxgjZvaHHV6Q,5.0,samantha did such an amazing job cutting my hair i have very thick wavy hair  she left it so soft  manageable she also fixed my at home bangs samantha was so friendly  funny shes definitely my go to now,4,2019,17:31:51,Y
8-fcV-Qn1-92LynnyL9ldQ,n66mhHJpXftCUW9vXqeZwQ,5.0,ive been shopping at this ulta for a while now and its so nice to see that theyve hired new staff that seems passionate about their job now i know a lot of reviews have said they spend too much time in line or cant find any associates and i know that this is an issue for two reasons 1 its goleta and there are so many entitled snotty people living here and 2 theyve never worked retail and dont understand but ive definitely noticed a change at this ulta staff is very knowledgeable and helpful and especially the two handsome young makeup wearing men that work there that i have seen as well as the nice lady with the pretty eyeshadow at the brow bar i came in for a foundation but they helped me find so much more and i feel more confident with my makeup practice also theyve improved so much with the visual quality of the store so happy,9,2019,18:01:58,Y
Lly8yjfZBz1EpAPlZal7og,LivMZcvWxslI5G9At4K69w,4.0,this is my go to ulta  it is in a sleepy part of a strip mall so i dont have to fight the crowds and parking that i do at other stores looking at you brentwood  i have been going for some time  this one is the second friendliest but south county is too far for a regular visit   the styling services are great at this spot and i would recommend levi if you come out this way  its a smaller space but has what i need,8,2019,18:58:43,Y
YhEm5ep0oY8uMrc5_yxPpg,n66mhHJpXftCUW9vXqeZwQ,1.0,i went to ulta to get some eyebrow makeup that comes in around container by smash box i asked the girl if they had this product and she said no just the pencils she was rude and i know because i was not a woman of a certain age she did not bother to help me i was also there to buy presents but after that exchange i left and i wont return,11,2019,23:19:15,Y
jfeKSBBx3m-ssyrG8ppZGw,p-pp2F_iClEKk0wybXAaxg,5.0,basically my favorite for go to beauty stuff the servicestaff is friendly and always have what i need,12,2019,20:56:07,Y
TwfJtP8Q1fkmL4V1yqdAdw,G4gzTUGV2xAoz6CG9STqfg,5.0,to the girl who helped me pick out my st tropez tanning mousse you are a gem i didnt catch your name and i apologize being sick but girl you rock thank you bunches,4,2019,17:54:08,Y
R4RXqne_ME9DU37p3C9YOw,G4gzTUGV2xAoz6CG9STqfg,1.0,worst ulta ever nothing is ever in stock nothing is ever organized or where it should be all the testers are always disgusting or missing or still sealed and opening them yourself just brings negative attention because people around you assume youre opening  product and leaving it the employees are always standing around talking to each other and seem very bothered when you ask for help i asked for something comparable to what i usually get bc they havent had it for over a month and i was brought one row over and basically had to help myself while she stood there and just said sorry when those didnt work out i just lost out on 5x point per nyx product when i bought 7 even though she was in my account and saw my offers the place is a joke i spend thousands annually on makeup as do probably most women and for that amount of money the employees could at least pretend to care whoever is in charge there has zero control of that retail space ill be going back to sephora from now on,1,2020,21:37:32,Y
AAZdHpqNqwkK4T4kW-Nr_g,CFyOrr--MWtxgjZvaHHV6Q,1.0,terrible experience with samantha at ulta worst customer service experience based on previous reviews i am clearly not the first avoid at all cost oh and they were 45 minutes into the appointment before they even bothered to seat,2,2021,22:01:33,Y
GTTBVo6PUl-3HT0wVBjG1A,CFyOrr--MWtxgjZvaHHV6Q,1.0,worst place ever no customer service the sign on the building says its going to be reopened on 401 today is 411 but the store is closed i looked at the adjusted store hrs its supposed to open to 6 pm today its only 434 now wasted my time trying to come get some stuff,4,2020,21:35:27,Y
27mSuzNtAzNJ5zuqlhR-vw,G4gzTUGV2xAoz6CG9STqfg,1.0,"trash asked specifically when a restock would be in for a specific line and they said it would be in the day after i calledcome to find out they actually stocked up all that day and it got sold
out the same day i called when they lied and said it would be in the next day confused and horrible service they couldnt even respond when i was on the phone with them after asking why they didnt give me correct information",6,2020,15:32:52,Y
9s46sAO2btQd4QAaRQKmjw,n66mhHJpXftCUW9vXqeZwQ,1.0,by far the worst ulta for customer service usually theyre low on staff and if youre ready to pay it takes them about 30 minutes to cash you out because theres usually only 1 register open and people in line also most of the cashiers have no sense of urgency i wont shop here anymore i rather go to sephora for quality and friendly customer service,5,2019,02:34:54,Y
wcP5EmeffGrkJTuy0oFmog,p-pp2F_iClEKk0wybXAaxg,1.0,do not use their online services their screwups cost you not them bought a pickup order there their system decided to ship it to an old address  without verification  and it was a pickup order will never buy from them again,2,2021,23:46:29,Y
IIFsTrVUBjgjujSHIRyTiA,gNs9um_3hB3L8HFyMk2x4w,4.0,"ive been here three times fortunately for my pocketbook and schedule im not a makeup fanatic because this store has so much stuff i know some people probably go broke in here im going to try to stay away because i could easily get hooked

while there yesterday and the day before i saw so many different brands from so many different celebrities and people i learned about through youtube right alongside the brands that have been around for years there is something for everyone 

upon entering the store there were several people mulling around the front door i couldnt figure out what exactly was going on im guessing the store was having a party team meeting or maybe they just happened to be there at the time i entered im not sure if one of those many people greeted me or if they were even employees but as i made my way further into the store an associate asked whether or not i needed anything i declined and continued on the search for the specific product i had come for 

the shelf had a spot and price tag for the product id come for but there was nothing there there were similar products by the same manufacturer next to the empty spot so i decided to look for someone to assist me this turned out to be a small challenge i couldnt find anyone in that area of the store i walked around the general area trying to figure out who worked there and who didnt finally two ladies appeared about the same time at a counter in the rear of the store i asked if perhaps the product might be in the back and one of them went to check she returned with the last one in the store which was wonderful i returned to the front to check out  the line area has lots of last minute temptations but once again i was thankful that none of it interested me  there were two or three people checking customers out and one or two more doing different things in the register area ive concluded that getting customers out the door is not a number one priority here

although the store is well organized sections are clearly designated and lighting is perfect if employees had a uniform look a smock or if this huge store had little stations where customers could summons assistance it would be helpful for those of us who are not experts in beauty 

i ended up needing to return the item i purchased because i was not satisfied with it i looked online for ultas return policy and was delighted to find out that i would have no trouble getting a refund even though he item had been opened and used and could not be resold they have a very fair and accommodating return policy

the store has more than just make up it has curling irons blow dryers waxing kits lighted mirrors facial equipment the list goes on and on after returning home i received an email survey about my experience through the survey i learned that they offer services i had no idea but yeah they offer hair and skin services and even make up 

i will say it one more time  im so glad im not into make up because this store has way too much stuff and it looks like it could be fun",12,2019,14:41:23,Y
2wWvMIrv8G9wkgJ4ique3A,n66mhHJpXftCUW9vXqeZwQ,3.0,never going here for any haircut ever i am traumatized my hair got chopped off so much nothing like the style i asked for  to be notedmy hairdresser was super nice and very friendly but i dont think she knew how to cut layers all i wanted was to look a little slimmer younger with a voluminous hairstyle but now i look even more chubby and old,2,2020,07:11:36,Y
2tFQI8PZmLFZkjOT1wlN3g,n66mhHJpXftCUW9vXqeZwQ,1.0,manager name sierra was super rude when i was checking out took a long time talking to customers while waiting in line then was dismissive and unprofessional when i finally got to the front girl work on your customer service thanks,10,2019,02:09:02,Y
yOhV32FYUMvyWL8oIOV1Ig,n66mhHJpXftCUW9vXqeZwQ,1.0,horrible customer service the worst manager doesnt know how to deal with customers she thinks im a moron,5,2019,19:31:58,Y
CFN0FrjlqBoZmgWIqZiqYg,n66mhHJpXftCUW9vXqeZwQ,5.0,i love going to get my eyebrows waxed with celeste shes awesome everyone is really nice very professional the place is very clean if you ever need your eyebrows wax lips wax please dont hesitate in giving them a call theyre awesome,1,2019,03:49:43,Y
DJi5C6AI5OhnbNwxQKvNwA,n66mhHJpXftCUW9vXqeZwQ,5.0,vania i hope i spelled that right shes the lancome consultant she is amazing she helped me so much i was very pleased with the amount of information she knew and shared with me she also used some lancome skincare products on my face and gave me suggestions for the dark spots on my face she was just awesome and amazing,4,2019,13:54:01,Y
RzRMf-Jotma8TNCx8xsF8A,JGzrVEBaaVUd2VCsWlf47g,2.0,between my home and office i have access to three ulta stores  and this is by far the worst of the three customer service ha ha most of these girls wander around trying not to make eye contact with customers if you manage to hunt one down to ask a question be prepared for this annoyed look and an indifferent answer really if you can go to a different ulta do so,10,2020,22:56:06,Y
7CbWYnNrK3jtqTi02ZjiLA,n66mhHJpXftCUW9vXqeZwQ,1.0,"i love ulta so this review is strictly for this store  i have platinum status which i only mention to prove how often i purchase items at ulta with that being said this ulta is absolutely terrible and i avoid going here at all costs no matter what time of day and seemingly amount of workers scheduled theres only ever 1 or 2 registers open that move at a very slow rate on average i would say i spend 10  15 min in line during which you can almost always find 23 if not 4 associates chatting in clinique mac or even behind the counter and if youre looking for advice or help with a specific product youre definitely out of luck if you can even find a sales associate to ask for help 910 theyll hit you with  i dont know and leave it at that the sales associates clearly lack proper training and product knowledge and every time theyve had to call a manager over the manager is so rude and condescending to the employee that it makes me regret i ever asked the initial employee for help i guess you cant expect good service from staff who  get treated poorly from their managers 


to wrap it up  just order online and if you absolutely have to go in store be prepared to spend at least 15 min in there even if youre just grabbing one product and you know exactly where it is",4,2019,02:29:09,Y
