user_id,business_id,stars,text,year,state,state_name,latitude,longitude,source,month
1.0747484301397131e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,Staff was extremely helpful. I wish I remembered the name of who helped me. He went in the back to make sure they were out of stock and I complimented his makeup. Very nice person. Will definitely be going again!!,2019,AL,Alabama,33.1959361,-87.5275008,G,8
1.113122342143114e+20,0x8888a833c3af13fd:0x343c3567897354e5,4,Very helpful and friendly,2021,AL,Alabama,33.1959361,-87.5275008,G,2
1.0338353852270826e+20,0x8888a833c3af13fd:0x343c3567897354e5,2,"Used to be a great place to shop for men's grooming supplies. Now, instead of an actual men's section where you can go to pick out what you want and only have to hunt an associate if you can't find what you need, everything is scattered all over the store, seemingly to hide that they've removed over half their men's care products. Out of the 5 or 6 products I would regularly buy in there, they now carry zero. If you're an introvert that just likes to be able to grab what you need and leave, this is definitely no longer the store for you. The layout now seems to be set up to force you to ask for help. At least I still have Amazon. Millennials aren't killing stores, poor layout design and poor customer experiences are. This shop is dead proof of that.",2020,AL,Alabama,33.1959361,-87.5275008,G,2
1.0146656499527755e+20,0x8888a833c3af13fd:0x343c3567897354e5,3,Store is very hard to maneuver around in.,2021,AL,Alabama,33.1959361,-87.5275008,G,1
1.0698729087699208e+20,0x8888a833c3af13fd:0x343c3567897354e5,1,"I went in last night to choose some makeup pallets and upon entering the store there were 3 employee standing on the floor. Not one of them greeted me said ""Hello welcome to Ulta"" or asked if I needed help or anything they all were very smug and continued there conversations. This location has to be the most dirty Ulta that I have ever been in. ALL testers were filthy and not wiped down, the inside and outside of the pallets are just nasty smashed ,crushed and messed over. The outside of the pallets have all kinds of mess on them obviously they dont maintain them. Also a lot of the pallets were not even properly attached to the display  barley touching it it fell off... touch the pallet next to it.. they both fall off.. especially in the Tart cosmetics section it was a mess. All of the lip sticks were smashed and running down the jar it did not look sanitary or properly maintained. If you did take a sample or a swotch of a color there were no wipes to clean your hands ex.. the clean up sections were not properly stocked. The isles were unorganized and had products on the floor in the hair care area. Make up storage boxed that are $60 + strung out on the floor with brushes and what not. The entire time I was in the store not one employee greeted or asked if I needed help finding anything they were very unwelcoming and uninviting and had a dont bother me vibe.  I will not be returning to this location of Ulta beauty.  I go to the location in River chase and theres is perfect friendly, clean and welcoming so I know what to expect from the franchise.  Midtown village location is not hitting the mark. Also the store needs a good airing out because the perfume testing smells were so over powering it hit me like a truck the second I entered the store. It was distracting and over whelming how it felt stuffy as if there is no air circulation in the store and smelled of stale perfume samples all mixed together with thick air. Which the other Ulta locations I have visited do not have this problem. The store did  not have a clean sleek environment that Ulta is known for. Non of the products were properly fronted on the shelf for easy and clear access. I had to keep checking to make sure the correct pallet was sitting in the proper spot and most of the time they were not. Everything was jumbled around not in its proper place not properly fronted for easy viewing. At the end of it all the store was such a mess I just left. Will not return to this Ulta.",2020,AL,Alabama,33.1959361,-87.5275008,G,1
1.0507078113744336e+20,0x8888a833c3af13fd:0x343c3567897354e5,1,"Went in to look for 3 things. And of this three things they had 1. There items were ulta beauty items so nothing that should have been hard to find. Instead of the employee trying to help me find the item she asked me if I needed help but in a confrontational way, like the thought I was stealing. I was taken back by the attitude so I told her no, that they did not seem to have what I needed. As I kept looking through the store she purposely inserted herself in my way, walking in between me and the item I was looking at, talking to someone standing on the other side of me. I left without buying anything since I felt so berated by the employee.i might never go back. *Note went to saphora after and was helped by a great employee and got everything I needed. I will not go back to Ulta for sure now.",2019,AL,Alabama,33.1959361,-87.5275008,G,9
1.0363034449866704e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,Sara is always super kind and professional!!,2020,AL,Alabama,33.1959361,-87.5275008,G,8
1.1561026185657644e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,😀,2020,AL,Alabama,33.1959361,-87.5275008,G,12
1.0010490114866925e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,"Love this place, I could walk around in there for hours!!",2019,AL,Alabama,33.1959361,-87.5275008,G,9
1.1801318485964476e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,The ultimate hair experience!,2019,AL,Alabama,33.1959361,-87.5275008,G,11
1.1347038429324457e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,Smell so good !!! Thanks Miss Cat,2019,AL,Alabama,33.1959361,-87.5275008,G,6
1.1842132323324002e+20,0x8888a833c3af13fd:0x343c3567897354e5,4,Great place to shop a constant variety of supplies you can choose from,2019,AL,Alabama,33.1959361,-87.5275008,G,1
1.0426823821914744e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,"Great store, well stocked and has great knowledgeable staff.",2018,AL,Alabama,33.1959361,-87.5275008,G,8
1.0525444677186771e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,Super helpful beauty techs as soon as you walk through the door!,2018,AL,Alabama,33.1959361,-87.5275008,G,3
1.1263586783358866e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,High quality perfumes and things .,2019,AL,Alabama,33.1959361,-87.5275008,G,1
1.0784601306216746e+20,0x8888a833c3af13fd:0x343c3567897354e5,2,"I am very upset with Ulta.  After standing in one of their very long lines, they offered me a months subscription to Glamour and Allure magazine.  I signed up and received a magazine for each.  After said month I had a charge on my account for Glamour magazine where they had automatically debited my account.  I called Glamour who refunded my amount and stopped the subscription.  I told them I had never given them my credit card, and how did they have my card number.  The rep advised me when I signed up for my free month that Ulta transferred my credit card number over (which they failed to clarify) and it was something I authorized when signing up.
Very dissatisfied with Ulta!!",2013,AL,Alabama,33.1959361,-87.5275008,G,2
1.007304973209752e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,Got some great makeup half off!!,2018,AL,Alabama,33.1959361,-87.5275008,G,12
1.0931842436717502e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,Great selection and plenty of products to sample,2019,AL,Alabama,33.1959361,-87.5275008,G,2
1.1430932297770064e+20,0x8888a833c3af13fd:0x343c3567897354e5,1,"Drugstore makeup with a few pricier brands including Benefit, Tarte, Amazing Cosmetics, Cargo, Smashbox, Stila, Too Faced, Lorac and Urban Decay. Also has hair products, toiletries and fragrances. Hard to sample things. Overall disappointing.",2011,AL,Alabama,33.1959361,-87.5275008,G,2
1.122238096803186e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,My favorite place,2020,AL,Alabama,33.1959361,-87.5275008,G,2
1.004577916288064e+20,0x8888a833c3af13fd:0x343c3567897354e5,2,Not too polite their not consistent with the hospitality they speak to some and ignore the others,2018,AL,Alabama,33.1959361,-87.5275008,G,6
1.1328094384337945e+20,0x8888a833c3af13fd:0x343c3567897354e5,2,The worse ulta I've ever been to. The sales associates have terrible eyebrows.,2017,AL,Alabama,33.1959361,-87.5275008,G,2
1.1159313947873244e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,Awesome!,2019,AL,Alabama,33.1959361,-87.5275008,G,5
1.1160838229676484e+20,0x8888a833c3af13fd:0x343c3567897354e5,4,Great products great staff,2018,AL,Alabama,33.1959361,-87.5275008,G,6
1.0466418548451738e+20,0x8888a833c3af13fd:0x343c3567897354e5,1,I shop at a lot of Ulta stores. The Tuscaloosa store is dirty and the staff are selective in who they help.,2018,AL,Alabama,33.1959361,-87.5275008,G,4
1.0828379903628662e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,Beautiful workers,2018,AL,Alabama,33.1959361,-87.5275008,G,12
1.1122770184244788e+20,0x8888a833c3af13fd:0x343c3567897354e5,1,Rude management.,2017,AL,Alabama,33.1959361,-87.5275008,G,6
1.0439349051728105e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,Love this store.,2018,AL,Alabama,33.1959361,-87.5275008,G,4
1.127193517545842e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,Great products,2017,AL,Alabama,33.1959361,-87.5275008,G,11
1.114315238594231e+20,0x8888a833c3af13fd:0x343c3567897354e5,1,Service is not good.,2017,AL,Alabama,33.1959361,-87.5275008,G,1
1.0958690747744267e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2018,AL,Alabama,33.1959361,-87.5275008,G,12
1.0154817496299336e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2019,AL,Alabama,33.1959361,-87.5275008,G,5
1.0864400628387352e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2019,AL,Alabama,33.1959361,-87.5275008,G,7
1.0362921848633491e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2018,AL,Alabama,33.1959361,-87.5275008,G,12
1.0380788500562172e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2018,AL,Alabama,33.1959361,-87.5275008,G,9
1.1315924863493518e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2019,AL,Alabama,33.1959361,-87.5275008,G,6
1.03159079231305e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2019,AL,Alabama,33.1959361,-87.5275008,G,8
1.1344745643501686e+20,0x8888a833c3af13fd:0x343c3567897354e5,4,,2019,AL,Alabama,33.1959361,-87.5275008,G,1
1.1648343188665663e+20,0x8888a833c3af13fd:0x343c3567897354e5,4,,2018,AL,Alabama,33.1959361,-87.5275008,G,12
1.135459751907344e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2018,AL,Alabama,33.1959361,-87.5275008,G,4
1.0325226331052437e+20,0x8888a833c3af13fd:0x343c3567897354e5,4,,2019,AL,Alabama,33.1959361,-87.5275008,G,4
1.031491598285692e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2020,AL,Alabama,33.1959361,-87.5275008,G,2
1.0156958400563554e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2019,AL,Alabama,33.1959361,-87.5275008,G,1
1.174189114684742e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2020,AL,Alabama,33.1959361,-87.5275008,G,8
1.1669666874311511e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2019,AL,Alabama,33.1959361,-87.5275008,G,1
1.175713945090537e+20,0x8888a833c3af13fd:0x343c3567897354e5,4,,2020,AL,Alabama,33.1959361,-87.5275008,G,2
1.0112768792203846e+20,0x8888a833c3af13fd:0x343c3567897354e5,4,,2018,AL,Alabama,33.1959361,-87.5275008,G,6
1.00406355701808e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2019,AL,Alabama,33.1959361,-87.5275008,G,8
1.0198762042401438e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2018,AL,Alabama,33.1959361,-87.5275008,G,11
1.0297016635206882e+20,0x8888a833c3af13fd:0x343c3567897354e5,3,,2019,AL,Alabama,33.1959361,-87.5275008,G,6
1.18232824126739e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2019,AL,Alabama,33.1959361,-87.5275008,G,4
1.1448227427854605e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2018,AL,Alabama,33.1959361,-87.5275008,G,10
1.1445458576081224e+20,0x8888a833c3af13fd:0x343c3567897354e5,3,,2019,AL,Alabama,33.1959361,-87.5275008,G,1
1.0715529823472728e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2018,AL,Alabama,33.1959361,-87.5275008,G,10
1.1090401186565028e+20,0x8888a833c3af13fd:0x343c3567897354e5,3,,2018,AL,Alabama,33.1959361,-87.5275008,G,10
1.1691444828410226e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2020,AL,Alabama,33.1959361,-87.5275008,G,11
1.0893381618217343e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2018,AL,Alabama,33.1959361,-87.5275008,G,7
1.112599393266817e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2019,AL,Alabama,33.1959361,-87.5275008,G,2
1.177176337153698e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2020,AL,Alabama,33.1959361,-87.5275008,G,3
1.1837309452868847e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2021,AL,Alabama,33.1959361,-87.5275008,G,5
1.142928700556816e+20,0x8888a833c3af13fd:0x343c3567897354e5,2,,2019,AL,Alabama,33.1959361,-87.5275008,G,6
1.1415754392230412e+20,0x8888a833c3af13fd:0x343c3567897354e5,4,,2019,AL,Alabama,33.1959361,-87.5275008,G,4
1.0101747660548586e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2019,AL,Alabama,33.1959361,-87.5275008,G,6
1.1597269770340732e+20,0x8888a833c3af13fd:0x343c3567897354e5,4,,2017,AL,Alabama,33.1959361,-87.5275008,G,3
1.126044674197071e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2020,AL,Alabama,33.1959361,-87.5275008,G,1
1.0162496701984257e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2017,AL,Alabama,33.1959361,-87.5275008,G,10
1.0185798343977556e+20,0x8888a833c3af13fd:0x343c3567897354e5,2,,2020,AL,Alabama,33.1959361,-87.5275008,G,6
1.0985882675051158e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2019,AL,Alabama,33.1959361,-87.5275008,G,11
1.0557404721945266e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2021,AL,Alabama,33.1959361,-87.5275008,G,5
1.1671254721831525e+20,0x8888a833c3af13fd:0x343c3567897354e5,3,,2018,AL,Alabama,33.1959361,-87.5275008,G,5
1.0745952860603638e+20,0x8888a833c3af13fd:0x343c3567897354e5,4,,2020,AL,Alabama,33.1959361,-87.5275008,G,9
1.159143244590476e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2021,AL,Alabama,33.1959361,-87.5275008,G,1
1.0951272153648914e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2021,AL,Alabama,33.1959361,-87.5275008,G,5
1.1205299711652012e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2020,AL,Alabama,33.1959361,-87.5275008,G,2
1.0433695652442445e+20,0x8888a833c3af13fd:0x343c3567897354e5,4,,2018,AL,Alabama,33.1959361,-87.5275008,G,5
1.178892150153613e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2019,AL,Alabama,33.1959361,-87.5275008,G,3
1.0180182918669568e+20,0x8888a833c3af13fd:0x343c3567897354e5,4,,2016,AL,Alabama,33.1959361,-87.5275008,G,6
1.1598114034752251e+20,0x8888a833c3af13fd:0x343c3567897354e5,4,,2020,AL,Alabama,33.1959361,-87.5275008,G,11
1.0498450974489053e+20,0x8888a833c3af13fd:0x343c3567897354e5,5,,2019,AL,Alabama,33.1959361,-87.5275008,G,12
1.1737831229224996e+20,0x8888a833c3af13fd:0x343c3567897354e5,3,,2018,AL,Alabama,33.1959361,-87.5275008,G,9
1.1161132925484437e+20,0x888925f3a96abce1:0x4be2f1d433222891,4,"This location has plenty (I counted five + one manager) of employees standing front and center, waiting on customers to walk through Ulta's front doors so they can descend upon them, selling them the best cosmetics, hair and skincare products, tools, etc to make them even more beautiful. The manager is very nice and helpful as well. The store is well stocked and clean with a nice vibe. I found the Bare Minerals items I needed and everyone was super helpful!",2020,AL,Alabama,33.2258013,-86.8046066,G,8
1.043323570529136e+20,0x888925f3a96abce1:0x4be2f1d433222891,5,I can always find my beauty needs in this store and this location is always clean and organized.,2021,AL,Alabama,33.2258013,-86.8046066,G,3
1.111080559589259e+20,0x888925f3a96abce1:0x4be2f1d433222891,5,Excellent customer service.They are all super friendly and helpful.I love the online pick up as well.They have your order ready and waiting for you.,2021,AL,Alabama,33.2258013,-86.8046066,G,3
1.1125209369881833e+20,0x888925f3a96abce1:0x4be2f1d433222891,5,"Salon Manager Lakita oversees a staff that is attentive, competent, and professional. The high-end service is well worth the high-end prices.",2020,AL,Alabama,33.2258013,-86.8046066,G,1
1.0753802781448253e+20,0x888925f3a96abce1:0x4be2f1d433222891,5,I hear women love it there! Lol,2021,AL,Alabama,33.2258013,-86.8046066,G,3
1.099760592353394e+20,0x888925f3a96abce1:0x4be2f1d433222891,5,"I absolutely love this place! They always have the best makeup, the best customer service, and people who are willing to go above and beyond to help you get what you need! I couldn't recommend a better place!",2020,AL,Alabama,33.2258013,-86.8046066,G,10
1.0910392770173418e+20,0x888925f3a96abce1:0x4be2f1d433222891,5,Great selection of merchandise.  Excellent customer service!,2020,AL,Alabama,33.2258013,-86.8046066,G,10
1.090167340024633e+20,0x888925f3a96abce1:0x4be2f1d433222891,4,Since they have the new management the store has really turned around. Customer Service is much better and the manager is really kind and helpful. Items also stay stocked more frequently.,2020,AL,Alabama,33.2258013,-86.8046066,G,6
1.0436870965153704e+20,0x888925f3a96abce1:0x4be2f1d433222891,1,I entered the store thinking one of three Sales reps on the floor would at least say good morning but none of them after looking right at me said anything. It took the Salon rep who saw me and ask if I needed any help. I was so impressed with her that I immediately told her supervisor which was the Salon Manager this young lady knew the true meaning of customer service.  Hats off to the Salon at the Alabaster Ultra Beauty. I hope this rubs off on the three Sales Floor reps who are apparently there for just a paycheck.,2019,AL,Alabama,33.2258013,-86.8046066,G,12
1.002383110817482e+20,0x888925f3a96abce1:0x4be2f1d433222891,1,"If I could give negative stars, I would. I have been to several ulta salons in the past, absolutely great experiences. Hands down some of the best haircuts I have ever had. Today, I had to come to this ulta for my haircut. Worst mistake. I did not receive the hair cut I had asked for by no means. She cut wayyyyy too much length off and layered my hair in places that has not been layered in over 10 years. My hair is uneven in the back and extremely choppy. Beyond frustrated is an understatement. Currently on hold with customer service to see how they will fix this....",2020,AL,Alabama,33.2258013,-86.8046066,G,6
1.1515505092569163e+20,0x888925f3a96abce1:0x4be2f1d433222891,5,Helpful and knowledgeable staff.,2021,AL,Alabama,33.2258013,-86.8046066,G,1
1.1449247337930369e+20,0x888925f3a96abce1:0x4be2f1d433222891,3,They were out of so many products!!!,2021,AL,Alabama,33.2258013,-86.8046066,G,4
1.0432197405977354e+20,0x888925f3a96abce1:0x4be2f1d433222891,5,Went in looking for a nice set for my daughter. She has some skin sensitivities which makes it a bit harder . I had a few questions which were easily answered by a super sweet young lady who worked there. She helped us not only find good products but also helped us search for just the right colors. At check out the young man was very night making sure we had everything we might need to completely the newly assembled set.  Without question I will be returning and bringing my daughter to expand her make up collection.,2018,AL,Alabama,33.2258013,-86.8046066,G,12
1.0650720855175365e+20,0x888925f3a96abce1:0x4be2f1d433222891,4,Employees were very friendly.   Store was clean and well stocked for the sale.  Had my brows done for the first time here and Erin was a pleasure explaining each procedure as she went along.,2019,AL,Alabama,33.2258013,-86.8046066,G,4
1.1012476427223631e+20,0x888925f3a96abce1:0x4be2f1d433222891,4,Nice store. Good variety and friendly staff.,2019,AL,Alabama,33.2258013,-86.8046066,G,12
1.13226185179487e+20,0x888925f3a96abce1:0x4be2f1d433222891,5,Super helpful!,2020,AL,Alabama,33.2258013,-86.8046066,G,12
1.149383504221514e+20,0x888925f3a96abce1:0x4be2f1d433222891,4,Loved the friendly customer support.  Had only part of what I needed.  Luxury skin care items were not available at this location.,2019,AL,Alabama,33.2258013,-86.8046066,G,4
1.0941551063657003e+20,0x888925f3a96abce1:0x4be2f1d433222891,4,"Went in, found what I needed easily, staff was helpful when I had a question. Store was clean, well lit, and while packed with a plethora of products pretty well laid out.",2019,AL,Alabama,33.2258013,-86.8046066,G,7
1.1321245027641744e+20,0x888925f3a96abce1:0x4be2f1d433222891,5,"I have always enjoyed my shopping experience at the Ulta in alabaster. I will say ,today topped my experience there. I was in need of a make over. Erin mahaffey was the Ulta associate that helped make that happen.  She helped me find the best makeup (coverage and color), also helped walk me thru the steps to get the look. I will definitely be back for more  direction on any beauty care I may want in the future.",2018,AL,Alabama,33.2258013,-86.8046066,G,12
1.0905604109159743e+20,0x888925f3a96abce1:0x4be2f1d433222891,1,"This ultra is horrible! I visited this alabaster location 3 times. First two times I didn’t buy anything and I felt like I was being watched. It’s so frustrating, I don’t have to steal anything! The third time I went back without my purse ,because I  wanted to shop in peace !  No one asked if I needed help or spoke to me.",2018,AL,Alabama,33.2258013,-86.8046066,G,12
1.0361024850436414e+20,0x888925f3a96abce1:0x4be2f1d433222891,5,I love this store! Everyone is super friendly and helpful and I can usually always find what I need. Erin at the brow bar is fantastic!,2018,AL,Alabama,33.2258013,-86.8046066,G,11
1.048774100538216e+20,0x888925f3a96abce1:0x4be2f1d433222891,5,I love this store!  I went in with my daughter and niece.  We all found what we wanted and went to the checkout . The cashier was awesome.  Haliegh made sure we all got our rewards points and was very nice.,2018,AL,Alabama,33.2258013,-86.8046066,G,6
1.1831583957973092e+20,0x888925f3a96abce1:0x4be2f1d433222891,5,"I love this store. Always clean, easy to find what I need, and the employees honestly want everyone to have a good experience and put their best selves forward.",2019,AL,Alabama,33.2258013,-86.8046066,G,3
1.1209623759650736e+20,0x888925f3a96abce1:0x4be2f1d433222891,1,"Too expensive. Service lacked alot, I worked in retail and I always put my customer first. Not one employee ask if they help.",2019,AL,Alabama,33.2258013,-86.8046066,G,4
1.1338376985294342e+20,0x888925f3a96abce1:0x4be2f1d433222891,3,Did a really great job on my wife's blonde highlights but costs so much more than other places close by,2019,AL,Alabama,33.2258013,-86.8046066,G,2
1.0636568319604056e+20,0x888925f3a96abce1:0x4be2f1d433222891,5,Got my eyebrows tinted. Great job and friendly service.,2019,AL,Alabama,33.2258013,-86.8046066,G,3
1.0949772613261073e+20,0x888925f3a96abce1:0x4be2f1d433222891,3,"I absolutely love the convenient location and the wide selection of products, and the staff are friendly. However, I had my hair cut at their salon by the salon manager not long after it opened and I absolutely hated the cut, it was not at all what I wanted, and I hated the way she styled it. It didn't look anything like the picture I brought in. For the price I paid I feel I should have gotten a much better cut, it was terribly disappointing. I do shop here frequently for beauty products, but I will never get my hair done at the salon again.",2018,AL,Alabama,33.2258013,-86.8046066,G,1
1.1267273855713585e+20,0x888925f3a96abce1:0x4be2f1d433222891,5,Morgan in the salon is great! Terrific cut and very sweet. LOVE IT!,2018,AL,Alabama,33.2258013,-86.8046066,G,8
1.1218101294011852e+20,0x888925f3a96abce1:0x4be2f1d433222891,3,Never been,2021,AL,Alabama,33.2258013,-86.8046066,G,4
1.0439394886519983e+20,0x888925f3a96abce1:0x4be2f1d433222891,3,"My first time visiting this location. We were assiated, however rhe staff was not welcoming. They all seemed ready to go. I prefer the Hoover location!",2019,AL,Alabama,33.2258013,-86.8046066,G,1
1.1233620698251444e+20,0x888925f3a96abce1:0x4be2f1d433222891,5,"On this visit, I needed to return an online purchase that arrived damaged. The staff were very helpful and friendly.",2019,AL,Alabama,33.2258013,-86.8046066,G,5
1.0664459950700148e+20,0x888925f3a96abce1:0x4be2f1d433222891,5,"They got everything you need to make yourself look pretty
Staff real helpful.",2018,AL,Alabama,33.2258013,-86.8046066,G,11
1.1067552045845108e+20,0x888925f3a96abce1:0x4be2f1d433222891,5,Love this place! Everything hair and make-up! Also ask for samples when you make a purchase! Just saying.,2018,AL,Alabama,33.2258013,-86.8046066,G,3
1.0512519060679632e+20,0x888925f3a96abce1:0x4be2f1d433222891,4,Everytime I visit the Alabaster location everyone is very friendly and helpful. Ulta is such an exciting place to shop you can't lose.,2017,AL,Alabama,33.2258013,-86.8046066,G,9
1.0289043326191508e+20,0x888925f3a96abce1:0x4be2f1d433222891,5,Great place to shop for all your skincare and makeup.,2019,AL,Alabama,33.2258013,-86.8046066,G,2
1.10454735765941e+20,0x888925f3a96abce1:0x4be2f1d433222891,5,Great customer service.,2020,AL,Alabama,33.2258013,-86.8046066,G,3
1.1590155884271188e+20,0x888925f3a96abce1:0x4be2f1d433222891,5,"Great place for all kinds of cosmetics. A real cosmetics paradise, so many brands.",2018,AL,Alabama,33.2258013,-86.8046066,G,5
1.0707543355288796e+20,0x888925f3a96abce1:0x4be2f1d433222891,5,I love this Ulta! They are always well staffed and SO friendly!,2018,AL,Alabama,33.2258013,-86.8046066,G,9
1.0975240451286635e+20,0x888925f3a96abce1:0x4be2f1d433222891,5,Great products and staff. Their stylist are knowledgeable and friendly,2018,AL,Alabama,33.2258013,-86.8046066,G,4
1.0088976718889766e+20,0x888925f3a96abce1:0x4be2f1d433222891,5,this place ladies is through the roof love love love it very helpful staff and makeup perfumes to all kinds of hair stuff and a salon in the back with great ladies love ut,2018,AL,Alabama,33.2258013,-86.8046066,G,7
1.1037433401627307e+20,0x888925f3a96abce1:0x4be2f1d433222891,2,"Good products,  not the most helpful staff.  They mostly talk to eachother, and they aren't very knowledgeable about their products.",2018,AL,Alabama,33.2258013,-86.8046066,G,5
